event_name,date,start_date,end_date,start_time,end_time,description,teamapp_url,category,category_key,event_id
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30313898,Shore,shore,30313898

[Shore][OW] Now Thursday at Williamstown,2026-01-08,2026-01-08,2026-01-08,07:00,13:00,"Chill Wednesday Williamstown dive, postponed to Thursday\n\nMeet time will be at 7:00am at the shed. And hopefully getting back to the shed by 2 pm!\n\nMight be pruning some invasive urchins and hopefully abalones those who are interested please get a fishing license, abalone ruler and harvesting tool that’s blunt for the abalone, WILL be checking them.\n\n——\n*Trip Details*\n——\n*Trip Leader*: Khai\n*Leader Phone*: 0484138573\n*Secondary Trip Contact*: TBD\n*No. of Planned Dives*:  1\n*Mandatory Equipment*: SMB, Compass, GLOVES\n*Water Temperature*: Around 17-20 C\n*Weather Conditions*: North Easterly, 5-10 knots\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing\n\n——\nDive Sites / Itinerary\n——\nWilliamstown\n\n7:00 meet at shed\n7:30 leave shed\n8:00 Arrive Williamstown\n8:30 Dive\n10:00 exit, pack up \n11:30 lunch around the area\n13:00 back to shed/ clean up\n\n——\nPARTICIPATION REQUIREMENTS\n——\n1. Current Membership \n2. Current Liability Waiver \n3. Current Certificate suitable for trip level.  \n4. Boat Trips: \n    - Cleared by Dive Coordinator \n    - Cleared by this trip Boat Master \n    - Demonstrates sufficient skill level \n\n——\nGear Hire Policy\n——\n1. Signed off on all cabinet gear taken \n2. Has current gear hire deposit\n\n——\nHealth & Safety\n——\nEmergency Contacts (non life threatening) \n- President (Maciej) 0481947622\n- VP (Sophie) 0429871917\n- Secretary (Burak) 0428422828\n- Treasurer (Kevin) 0432960331\n\nCampus Security 8344 6666\n\nLife Threatening: Dial 000\n\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: \nRunny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing",https://muuc.teamapp.com/clubs/132307/events/30279123,Shore,shore,30279123

[OW] [Shore] Sunday fun dive day,2026-01-11,2026-01-11,2026-01-11,00:00,23:59,"——
\n**Trip Info**
\n——
\nBlairegowrie, meet at the shed at 8am
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Patrick
\n**Leader Phone**: +61 449 556 095
\n**Secondary Trip Contact**:
\n**Secondary number**:
\n**No. of Planned Dives**:  1 or 2
\n**Mandatory Equipment**: E.g. torches, SMB
\n**Water Temperature**: 20
\n**Weather Conditions**: 15 knots Southernly
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\nBlairegowrie
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30325073,Shore,shore,30325073

[OW] [Shore] Monday Rickett day,2026-01-12,2026-01-12,2026-01-12,00:00,23:59,"——
\n**Trip Info**
\n——
\nSingle tank shore dive at Ricketts! Will take the cruiser, but if more than 5, will require another driver/car to drive us. Meet at shed at 9am!
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Mike King 
\n**Leader Phone**: +61 438 002 921
\n**Secondary Trip Contact**: Jess Suttle
\n**Secondary number**:+61 487 361 239
\n**No. of Planned Dives**:  1 or 2
\n**Mandatory Equipment**: SMB
\n**Water Temperature**: 20
\n**Weather Conditions**: Light north westernly winds, Sunny 24
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\nRicketts Point
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30325122,Shore,shore,30325122

[Boat] [AOW]  Canberra Returns,2026-01-13,2026-01-13,2026-01-13,00:00,23:59,"——
\n**Trip Info**
\n——
\nConditions look good only for Tuesday for during week boat dives. It should be a chill morning with conditions becoming choppy towards noon. \n\n**Plan:**\n- 0600 depart sharp **absolutely no late departures**\n- 0830 till ~ noon dives \n- 1400 back on ramp 
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Maciej Necki
\n**Leader Phone**: 0481947622
\n**Secondary Trip Contact**: Pei
\n**Secondary number**:
\n**No. of Planned Dives**:  1 Deco or 2 ND
\n**Mandatory Equipment**: SMB
\n**Water Temperature**: 17C
\n**Weather Conditions**: Please expect wind and some chop - sea sickness 
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\nExHMAS Canberra 
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30339607,Boat,boat,30339607

[cancelled] Boat diving (Scallops and fun) OW friendly,2026-01-17,2026-01-17,2026-01-17,00:00,23:59,"——
\n**Trip Info**
\n——
\nPlanning for OW friendly Boat trip inside Port Phillip Bay.
\n1 x Scallop Drift diving Inc
\nand another Fundiving
\n
\nIt is weather dependent so stay tune for the update.
\n
\nmore info TBA
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Alex
\n**Leader Phone**: 0413 422 850 
\n**Secondary Trip Contact**: TBA
\n**Secondary number**:
\n**No. of Planned Dives**:  2
\n**Mandatory Equipment**: E.g. torches, SMB
\n**Water Temperature**: 18C
\n**Weather Conditions**: E.g. wind, swell, timing
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\nTBA
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30216576,Cancelled,cancelled,30216576

[Shore] [OW] morning dive at mornington,2026-01-17,2026-01-17,2026-01-17,07:00,16:00,"——
\n**Trip Info**
\n——
\nWe are heading to Mornington on Saturday morning for one longer dive (80 min max). Plan is to meet at the shed at 7 am to prep gear and head out at 8 am sharp. Please note that you will need a torch as sections of the pier are enclosed, if you don't have one drop a message in the chat and we can figure out how many extras we will need. If you are able to drive / have a car also let us know in the chat :). hopefully we will be back at the shed by mid afternoon.
\n
\n——
\n**Trip Details**
\n—— 
\n**Trip Leader**: Sophie Collier
\n**Leader Phone**: 0429871917
\n**Secondary Trip Contact**: Victor
\n**Secondary number**: +61 483 238 410
\n**No. of Planned Dives**:  1
\n**Mandatory Equipment**: torches
\n**Water Temperature**: 19 deg
\n**Weather Conditions**: 20-25 kts E winds
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n7 am - meet at shed\n8 am - leave for Mornington \n9:30-10 am - arrive and set up\n10 - 11:20 am - dive\n11:30 - 12:30 - pack up\n2 pm - return to shed and wash gear
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30386747,Shore,shore,30386747

Boat diving (Scallops and fun) OW friendly,2026-01-21,2026-01-21,2026-01-21,00:00,23:59,"——
\n**Trip Info**
\n——
\nPlanning for OW friendly Boat trip inside Port Phillip Bay.
\n1 x Scallop Drift diving Inc
\nand another Fundiving
\n
\nMeet at shed 8am
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Alex
\n**Leader Phone**: 0413 422 850 
\n**Secondary Trip Contact**: Margaret
\n**Secondary number**: 0431 333 511
\n**No. of Planned Dives**:  2
\n**Mandatory Equipment**: E.g. torches, SMB
\n**Water Temperature**: 18C
\n**Weather Conditions**: E.g. wind, swell, timing
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\n\nLaunch from Queenscliff
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30397996,Boat,boat,30397996

[AOW/Experienced OW] [Boat] Trip to Phillip Island,2026-01-24,2026-01-24,2026-01-24,00:00,23:59,"——
\n**Trip Info**
\n——
\nDeparting shed at 5am, meet at 4.40 
\nConditions look good for a Saturday morning launch at Newhaven Boat Ramp. We have low wind most of the day and low waves. I will be sorting out the boat on Thursday night so please organise gear then.
\n
\nItinerary:
\n- 0500 depart shed 
\n——
\nTrip Details
\n——
\nTrip Leader: Michael Beech
\nLeader Phone: 0417129902
\nSecondary Trip Contact: Will Vinnicombe 
\nSecondary number: 0475455702
\nNo. of Planned Dives: 2
\nMandatory Equipment: SMB
\nWater Temperature: 17C
\nWeather Conditions: TBC, forecast  below 1m 
\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing
\n
\n——
\nDive Sites / Itinerary
\n——
\nCape Woolamai
\nGeorge Kermode
\n
\n——
\nPARTICIPATION REQUIREMENTS
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level. 
\n4. Boat Trips: 
\n- Cleared by Dive Coordinator 
\n- Cleared by this trip Boat Master 
\n- Demonstrates sufficient skill level
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30423131,Boat,boat,30423131

[OW] [Shore] Khai's Summer Heat escape,2026-01-24,2026-01-24,2026-01-24,00:00,23:59,"——
\n*Trip Info*
\n——
\n
\nChill Saturday dive at Blairgowrie
\n
\nWeather looks pretty hot so please make sure to stay hydrated 
\n
\nWill be doing a slightly earlier dive to avoid surfacing when it gets super warm. Don't wanna get skin cancer yet sadly
\n
\nDue to limitations on tanks and gear, a hard limit is imposed unless you have your own gear.
\n
\n——
\n*Trip Details*
\n——
\n*Trip Leader*: Khai 
\n*Leader Phone*: 0484138573
\n*Secondary Trip Contact*: TBD
\n*No. of Planned Dives*:  1
\n*Mandatory Equipment*: Compass, Dive com 
\n*Water Temperature*: Around 16-18 C
\n*Weather Conditions*: North Easterly 5 - 10 knots
\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing
\n
\n——
\nDive Sites / Itinerary
\n——
\nBlairwgowire 
\n
\n6:30 meet at shed
\n7:00 leave shed
\n9:00 Arrive Blairwgowire 
\n9:30 Dive
\n11:00 exit, pack up 
\n11:30 lunch around the area
\n13:00 back to shed/ clean up
\n
\n——
\nPARTICIPATION REQUIREMENTS
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\nGear Hire Policy
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\nHealth & Safety
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\nRunny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing",https://muuc.teamapp.com/clubs/132307/events/30436933,Shore,shore,30436933

[Shore][OW] Sunday Frankston Seahorse Viewing,2026-01-25,2026-01-25,2026-01-25,00:00,23:59,"——
\n*Trip Info*
\n——
\n
\nSunday morning dive at Frankston pier
\n
\nLet's pray there's no more jellyfishes this time :')
\n
\nHappy to increase participant limits if there's more car available. Hit me up!
\n
\nWill be giving priority to those that aren't diving on Saturday and Monday but feel free to register!
\n
\n——
\n*Trip Details*
\n——
\n*Trip Leader*: Khai Liang Wee
\n*Leader Phone*: 0484138573 
\n*Secondary Trip Contact*: TBD
\n*No. of Planned Dives*:  1
\n*Mandatory Equipment*: Compass, SMB, Gloves
\n*Water Temperature*: Around 17 – 18 C
\n*Weather Conditions*: South Westerly 10-15 knots
\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing
\n
\n——
\nDive Sites / Itinerary
\n——
\nFrankston pier
\n
\n7:30 meet at shed
\n8:00 leave shed
\n9:00 Arrive Frankston pier
\n9:30 Dive
\n11:00 Exit, pack up 
\n13:30 Lunch around the area
\n14:30 Back to shed / clean up
\n
\n——
\nPARTICIPATION REQUIREMENTS
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\nGear Hire Policy
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\nHealth & Safety
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\nRunny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing",https://muuc.teamapp.com/clubs/132307/events/30439326,Shore,shore,30439326

[AOW] [Boat] Trip to the Canberra Wreck,2026-01-26,2026-01-26,2026-01-26,00:00,23:59,"——
\n**Trip Info**
\nShed Time: departing 6am
\nConditions look good enough for a Monday morning launch at either queenscliff or Ocean Grove. I will be at the shed Saturday night after the PI trip so feel free to sort gear then
\n
\nItinerary:
\n- 0600 depart shed 
\n——
\nTrip Details
\n——
\nTrip Leader: Michael Beech
\nLeader Phone: 0417129902
\nSecondary Trip Contact: Will Vinnicombe 
\nSecondary number: 0475455702
\nNo. of Planned Dives: 2
\nMandatory Equipment: SMB
\nWater Temperature: 17C
\nWeather Conditions: TBC, forecast  1-1.5m
\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing
\n
\n——
\nDive Sites / Itinerary
\n——
\nEx Hmas Canberra, other sites tbc 
\n——
\nPARTICIPATION REQUIREMENTS
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level. 
\n4. Boat Trips: 
\n- Cleared by Dive Coordinator 
\n- Cleared by this trip Boat Master 
\n- Demonstrates sufficient skill level
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30438775,Boat,boat,30438775

[Shore] [OW]  Rye Afternoon,2026-01-28,2026-01-28,2026-01-28,00:00,23:59,"——
\n**Trip Info**
\n——
\nChill one long ish dive at Rye to wind down. \n\nCruiser is in service so BYO or ByourFriends car only. \n\nMeet at the shed 5pm. 
\n
\n——
\n**Trip Details**
\n——
\n**Trip Leader**: Maciej Necki
\n**Leader Phone**: 0481947622
\n**Secondary Trip Contact**: 
\n**Secondary number**:
\n**No. of Planned Dives**:  1
\n**Mandatory Equipment**: Torches, SMB
\n**Water Temperature**: 21C
\n**Weather Conditions**: Southerlies 15kn
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n——
\n**Dive Sites / Itinerary**
\n——
\nRye Pier
\n
\n——
\n**PARTICIPATION REQUIREMENTS**
\n——
\n1. Current Membership 
\n2. Current Liability Waiver 
\n3. Current Certificate suitable for trip level.  
\n4. Boat Trips: 
\n    - Cleared by Dive Coordinator 
\n    - Cleared by this trip Boat Master 
\n    - Demonstrates sufficient skill level 
\n
\n——
\n**Gear Hire Policy**
\n——
\n1. Signed off on all cabinet gear taken 
\n2. Has current gear hire deposit
\n
\n——
\n**Health & Safety** 
\n——
\nEmergency Contacts (non life threatening) 
\n- President (Maciej) 0481947622
\n- VP (Sophie) 0429871917
\n- Secretary (Burak) 0428422828
\n- Treasurer (Kevin) 0432960331
\n
\nCampus Security: 8344 6666
\n
\nLife Threatening: Dial 000
\n
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhea / sore throat / loss of smell or taste / fever / chills / night sweats / headache / difficulty breathing**
\n
\n**Trip Organiser Checklist**
\n—— 
\n
\n1. Safety first, if not sure don’t go. 
\n2. Help with gear hire, hire sheet sign-off, paid for trip (gear, gear deposit), liability waiver.  
\n3. Site brief: entry, hazards, max time & bar. 
\n4. Teams: nobody dives alone. 
\n5. Cleanup: DUSTCAPS ON regulators! Each person washes their gear only. 
\n6. Trip report, image, damage report* 
\n* Request $50 fee for any damaged gear or flooded regs.",https://muuc.teamapp.com/clubs/132307/events/30477450,Shore,shore,30477450

Open Water Course  (Instructor Flemming) [CANCELLED],2026-01-30,2026-01-30,2026-02-01,00:00,23:59,"Are you ready to take the plunge and explore the incredible world beneath the waves? Join our Open Water Diver Course and unlock the gateway to breathtaking underwater adventures.
\n
\nWhat You'll Learn:
\n✅ Essential diving skills
\n✅ Safety procedures
\n✅ Equipment use and maintenance
\n✅ Experience open water dives
\n
\nWho Can Join?
\nThis course is perfect for beginners and anyone looking to start their scuba diving journey. No prior experience required – just a passion for adventure!\n\nYou must be able to swim before starting the course.
\n
\nWhat’s Included:
\n🌟 Professional instruction
\n🌟 Course materials
\n🌟 Certification upon completion
\n
\nSign Up Today!
\nSpaces are limited, so don’t miss your chance to explore the underwater world.
\n
\nTo register:
\n1. Read our training policy at: muuc.org.au/courses/training-policy
\n2. Create an account on Teamapp including your first and last name 
\n3. Purchase ticket in this event to secure your spot
\n4. RSVP yes to the event
\n5. Make sure to track notifications on this event for official course comms.
\n\nPrior to the course:\n1. Make sure to go to the teamapp store and do the Liability Waiver, Gear Deposit and purchase the applicable membership category to be eligible to receive the e-learning that must be completed prior to starting the practical component of the course. Please complete ASAP\n\n2. Complete your e-learning after receiving the code from your instructor, the e-learning must be completed at least 1 week prior to the course starting. \n\n3. Make sure to complete your course orientation as per the request of your instructor\n
\nCourse inquiries:
\nUse comments section here or email us:
